filename,status,num_records,total_chars,thin_chunks,table_ratio,file_bytes,issues,preview
2024-Report-MinistryOfEducation-EducationSector.json,EMPTY,0,0,127,0.00,45424706,Has 127 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2024-Strategic-Power-Sustainability.json,EMPTY,0,0,30,0.00,3366405,Has 30 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-2026-Biannual-Statistics-Report.json,EMPTY,0,0,20,0.00,2557923,Has 20 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Agriculture-Production-Report.json,EMPTY,0,0,131,0.00,20227973,Has 131 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Annual-Review-NCSC.json,EMPTY,0,0,2,0.00,1508625,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Audit-Report-KENYA-KE2025-0001.json,EMPTY,0,0,1,0.00,292553,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Audit-Report-OLKALAU.json,EMPTY,0,0,79,0.00,5554564,Has 79 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Audit-Report.json,EMPTY,0,0,11,0.00,337729,Has 11 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Budget-Review-and-Outlook-Paper-1.json,EMPTY,0,0,40,0.00,11847971,Has 40 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Economic-Survey.json,EMPTY,0,0,469,0.00,90797431,Has 469 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-General-Regulations-KNHA.json,EMPTY,0,0,9,0.00,578017,Has 9 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Policy-Africa-Tech-Report.json,EMPTY,0,0,0,0.00,370448,All records extracted to empty text,
2025-Policy-Kenya-Railways-Quality.json,EMPTY,0,0,0,0.00,16306,All records extracted to empty text,
2025-Qualitative-GDP-Report.json,EMPTY,0,0,3,0.00,2299873,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Report-Donor-Roundtable-Funding-Globally.json,EMPTY,0,0,0,0.00,211154,All records extracted to empty text,
2025-Report-MinistryOfEducation-EducationSector.json,EMPTY,0,0,136,0.00,48391615,Has 136 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Research-Report-MoE-GPE-Results-Framework.json,EMPTY,0,0,1,0.00,348718,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-STRENGTHENING-OF-KANDWIA--KYUSO-RD-AND-UPGRADING-OF-KYUSO--TSEIKURU-B52-RD-PROJECT.json,EMPTY,0,0,127,0.00,11400663,Has 127 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Special-Audit-Report-Auditor-General-Capitation-Grants.json,EMPTY,0,0,38,0.00,2694379,Has 38 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Statistics-Report-June-EPRA.json,EMPTY,0,0,25,0.00,3961124,Has 25 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Statistics-Report-KNEC-KCSE-Examination.json,EMPTY,0,0,13,0.00,2821059,Has 13 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Statistics-Report-KNEC-KJSEA-Essentials.json,EMPTY,0,0,32,0.00,4812699,Has 32 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Strategy-GOK-Kenya-AI.json,EMPTY,0,0,33,0.00,2207078,Has 33 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Upgrading-of-Nanyuki-Naibor-Doldol.json,EMPTY,0,0,103,0.00,9034754,Has 103 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025-Weather-Forecast-KMD-December.json,EMPTY,0,0,0,0.00,239725,All records extracted to empty text,
2025-Weather-Forecast-KMD-OND-Season.json,EMPTY,0,0,3,0.00,723018,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2025_Budget_Policy_Statement__.json,EMPTY,0,0,86,0.00,16588839,Has 86 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2026-Annual-Report-National-Livestock-Agenda_Final.json,EMPTY,0,0,9,0.00,1144635,Has 9 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2026-Bulletin-KNEC-DEW.json,EMPTY,0,0,17,0.00,493663,Has 17 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2026-Regulatory-Impact-Assessment-for-the-Kenya-Roads-Roadside-Stations-Regulations.json,EMPTY,0,0,5,0.00,833839,Has 5 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
2026_Budget_Policy_Statement.json,EMPTY,0,0,87,0.00,17224212,Has 87 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
7th-Corporate-Plan-FA-Online-version-min.json,EMPTY,0,0,23,0.00,3086994,Has 23 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
ANNUAL-CORPORATE-REPORT-2023-2024.json,EMPTY,0,0,19,0.00,1815870,Has 19 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
ANNUAL-NATIONAL-GOVERNMENT-BUDGET-OCT-2017.json,EMPTY,0,0,67,0.00,10844125,Has 67 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
ANNUAL-REVENUE-PERFORMANCE-FY-2023-2024_-080724.json,EMPTY,0,0,0,0.00,64734,All records extracted to empty text,
ANNUAL-REVENUE-PERFORMANCE-FY-2024-25-KRA-Corporate-Colours.json,EMPTY,0,0,0,0.00,54199,All records extracted to empty text,
ANNUAL_PUBLIC_DEBT_REPORT_2016-2017.json,EMPTY,0,0,51,0.00,6742840,Has 51 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Act-Anticorruption-Revised-2016.json,EMPTY,0,0,1,0.00,739402,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Animal-Disease-Act-Fees-and-Payments.json,EMPTY,0,0,2,0.00,130325,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annex-of-State-Corporations-Revenue-and-Expenditure2017-2018-pure_tables.json,EMPTY,0,0,210,0.00,32256800,Has 210 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2016-2017.json,EMPTY,0,0,9,0.00,1074517,Has 9 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2017-2018.json,EMPTY,0,0,10,0.00,1546544,Has 10 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2018-2019.json,EMPTY,0,0,15,0.00,1499536,Has 15 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2019-2020.json,EMPTY,0,0,13,0.00,1387060,Has 13 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2020-2021.json,EMPTY,0,0,24,0.00,2200474,Has 24 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2021-2022.json,EMPTY,0,0,28,0.00,1936722,Has 28 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Corporate-Report-2024-2025.json,EMPTY,0,0,25,0.00,1706208,Has 25 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Public-Debt-Report-2018-2019.json,EMPTY,0,0,41,0.00,4788840,Has 41 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Public-Debt-Report-2019-2020.json,EMPTY,0,0,46,0.00,5510241,Has 46 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Public-Debt-Report-2020-2021.json,EMPTY,0,0,54,0.00,6612466,Has 54 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Public-Debt-Report-2022-2023-Sept-2023.json,EMPTY,0,0,48,0.00,4908508,Has 48 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Public-Debt-Report-2023-2024.json,EMPTY,0,0,38,0.00,4239636,Has 38 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Public-Debt-Report-2024-2025.json,EMPTY,0,0,37,0.00,4715605,Has 37 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-2016-2017.json,EMPTY,0,0,42,0.00,2114381,Has 42 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-2018-2019_0.json,EMPTY,0,0,58,0.00,4386923,Has 58 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-FCRI-2022-23.json,EMPTY,0,0,49,0.00,4295655,Has 49 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-In-Situ-Water-Harvesting-Technologies-and-Fertilizers.json,EMPTY,0,0,0,0.00,38275,All records extracted to empty text,
Annual-Report-KEPHIS-KEPHIS.json,EMPTY,0,0,36,0.00,3190391,Has 36 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-KESP-2005-2010.json,EMPTY,0,0,2,0.00,891493,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-Kenya-Electricity-Advisory-Board.json,EMPTY,0,0,5,0.00,2353428,Has 5 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-PPRA-2019-2020.json,EMPTY,0,0,128,0.00,10772182,Has 128 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-PPRA-2023-2024.json,EMPTY,0,0,116,0.00,9534659,Has 116 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-PPRA-Annual-Report.json,EMPTY,0,0,85,0.00,5576824,Has 85 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-RDM-Traffic-Signs.json,EMPTY,0,0,60,0.00,7983899,Has 60 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual-Report-Revised-Edition-2016.json,EMPTY,0,0,2,0.00,1846714,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual_NGBIRR_FY_2024-25_a-1.json,EMPTY,0,0,466,0.00,55797928,Has 466 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Annual_Report_2017-2018_0.json,EMPTY,0,0,61,0.00,4749078,Has 61 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Anuall_Coprate_Report-2022-23-1.json,EMPTY,0,0,25,0.00,1988584,Has 25 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Auditor-General-Report-on-National-Government-for-2022-2023.json,EMPTY,0,0,29,0.00,10659066,Has 29 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Auditor-Generals-summary-Report-on-National-Government-2023-2024.json,EMPTY,0,0,96,0.00,7006094,Has 96 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
BasicEducationAct-No_14-of-2013.json,EMPTY,0,0,2,0.00,1446735,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
BriberyAct_47of2016.json,EMPTY,0,0,0,0.00,265898,All records extracted to empty text,
Budget-Summary-for-the-FY-2021-22.json,EMPTY,0,0,25,0.00,9435582,Has 25 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Budget-Summary-for-the-FY-2022_23.json,EMPTY,0,0,24,0.00,7864079,Has 24 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Budget-Summary-for-the-FY-2023_24.json,EMPTY,0,0,27,0.00,9649513,Has 27 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Budget-Summary-for-the-FY-2024-25.json,EMPTY,0,0,46,0.00,9647631,Has 46 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Budget-Summary-for-the-FY-2025-26F.json,EMPTY,0,0,50,0.00,14593679,Has 50 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Bulletin-2016-Fisheries.json,EMPTY,0,0,31,0.00,7441900,Has 31 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBA-Age-Based-Regular-Framework.json,EMPTY,0,0,7,0.00,845435,Has 7 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_16th_Monetary_Policy_Committee_Report_April_2016.json,EMPTY,0,0,5,0.00,966004,Has 5 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_17th_Monetary_Policy_Committee_Report_October_2016.json,EMPTY,0,0,3,0.00,682554,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_18th_Monetary_Policy_Committee_Report_April_2017.json,EMPTY,0,0,3,0.00,716178,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_19th_Monetary_Policy_Committee_Report_October_2017.json,EMPTY,0,0,3,0.00,697130,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2017_Annual_Report.json,EMPTY,0,0,100,0.00,12369871,Has 100 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2018_Annual_Report.json,EMPTY,0,0,87,0.00,11348719,Has 87 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2019_Annual_Report.json,EMPTY,0,0,98,0.00,11128083,Has 98 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2020_Annual_Report.json,EMPTY,0,0,103,0.00,10784183,Has 103 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2022_Annual_Report.json,EMPTY,0,0,140,0.00,15669839,Has 140 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2023_Annual_Report.json,EMPTY,0,0,143,0.00,15315705,Has 143 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2024_Annual_Report.json,EMPTY,0,0,146,0.00,16505474,Has 146 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_2025_Annual_Report.json,EMPTY,0,0,107,0.00,11594378,Has 107 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_20th_Monetary_Policy_Committee_Report_April_2018.json,EMPTY,0,0,3,0.00,767580,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_21st_Monetary_Policy_Committee_Report_October_2018.json,EMPTY,0,0,3,0.00,621208,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_22nd_Monetary_Policy_Committee_Report_April_2019.json,EMPTY,0,0,3,0.00,650155,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_23rd_Monetary_Policy_Committee_Report_October_2019.json,EMPTY,0,0,3,0.00,723660,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_24th_Monetary_Policy_Committee_Report_April_2020.json,EMPTY,0,0,3,0.00,724929,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_25th_Monetary_Policy_Committee_Report_October_2020.json,EMPTY,0,0,3,0.00,669231,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_26thMPC2021.json,EMPTY,0,0,3,0.00,786823,Has 3 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_28th_Bi-Annual_Report_of_the_MPC_April_2022.json,EMPTY,0,0,4,0.00,1043843,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_29th_Monetary_Policy_Committee_Report.json,EMPTY,0,0,4,0.00,1136400,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_30th_Monetary_Policy_Committee_Report_April_2023.json,EMPTY,0,0,4,0.00,1178191,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_31st_MPC_Report_October_2023.json,EMPTY,0,0,4,0.00,937589,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_33rd_MPC_Report_October_2024.json,EMPTY,0,0,4,0.00,1113638,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_34th.json,EMPTY,0,0,4,0.00,1085007,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_35th_MPC_Report_October_2025_Dec_22_2025.json,EMPTY,0,0,4,0.00,887665,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_43rd_Monetary_Policy_Statement_December_2018.json,EMPTY,0,0,10,0.00,1782004,Has 10 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_Annual_Report_2015_16__book_.json,EMPTY,0,0,98,0.00,11818268,Has 98 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_Annual_Report_2020-2021.json,EMPTY,0,0,103,0.00,10992357,Has 103 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_FSR_2023_published.json,EMPTY,0,0,21,0.00,5173008,Has 21 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_FSR_2024_Sept__Final_2025.json,EMPTY,0,0,20,0.00,4818555,Has 20 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_FSR_July_2022_revised_for_printing.json,EMPTY,0,0,21,0.00,4627815,Has 21 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_Kenya_Financial_Sector_Stability_Report_2016.json,EMPTY,0,0,21,0.00,2607550,Has 21 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_Kenya_Financial_Sector_Stability_Report_2017.json,EMPTY,0,0,23,0.00,2957797,Has 23 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_Kenya_Financial_Sector_Stability_Report_2018.json,EMPTY,0,0,27,0.00,3859062,Has 27 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CBK_Kenya_Financial_Sector_Stability_Report_2020.json,EMPTY,0,0,18,0.00,3597865,Has 18 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CB_32nd_Monetary_Policy_Committee_Report_April_2024.json,EMPTY,0,0,4,0.00,1090212,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
CNK_2016_Annual_Report.json,EMPTY,0,0,76,0.00,12809836,Has 76 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Catalogue-Breeds-Published-Version.json,EMPTY,0,0,73,0.00,3532137,Has 73 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Draft-2022-Budget-Review-and-Outlook-Paper.json,EMPTY,0,0,24,0.00,9245583,Has 24 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Draft_2020_Budget_Review_and_Outlook_Paper_compressed.json,EMPTY,0,0,21,0.00,9089273,Has 21 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Economic-Survey-2021.json,EMPTY,0,0,372,0.00,73770520,Has 372 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.json,EMPTY,0,0,8,0.00,291265,Has 8 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Estimates-of-Revenue-Grants-and-Loans-for-the-FY-2024-25-Budget-pure_tables.json,EMPTY,0,0,42,0.00,9260723,Has 42 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Estimates-of-Revenue-Grants-and-Loans-for-the-FY-2025-26-Budget-pure_tables.json,EMPTY,0,0,40,0.00,8287966,Has 40 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Estimates-of-RevenueGrants-and-Loans-for-FY2022-23-pure_tables.json,EMPTY,0,0,40,0.00,8730830,Has 40 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2018-2019-Audited-Annual-Report.json,EMPTY,0,0,97,0.00,5979037,Has 97 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2019_2020-Audited-Annual-Report.json,EMPTY,0,0,101,0.00,6184109,Has 101 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2021-2022-Audite-KNEC-Annual-Report.json,EMPTY,0,0,89,0.00,6442783,Has 89 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2022-2023-AAnnual-Report-KALRO.json,EMPTY,0,0,36,0.00,4038199,Has 36 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2023-2024-Annual-Report.json,EMPTY,0,0,63,0.00,283689,Has 63 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2023-2024-Energy-and-Petroleum-Statistics-Report.json,EMPTY,0,0,25,0.00,3976684,Has 25 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2024-2025-Annual-Report-KERRA.json,EMPTY,0,0,71,0.00,5662533,Has 71 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2024-25-Report.json,EMPTY,0,0,4,0.00,472343,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-2024-Program-Based-Budget-Book.json,EMPTY,0,0,1890,0.00,89055119,Has 1890 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY-Annual-Report-PPRA.json,EMPTY,0,0,200,0.00,16684728,Has 200 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FY24-Annual-KURA-Report.json,EMPTY,0,0,101,0.00,6404042,Has 101 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Field-Guide-Water-Harvesting.json,EMPTY,0,0,6,0.00,1140778,Has 6 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Final-Estimates-of-Revenue-Grants-and-Loans-FY-2023-24-pure_tables.json,EMPTY,0,0,44,0.00,9332397,Has 44 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Final_Annual_NGBIRR_FY_2022_23.json,EMPTY,0,0,162,0.00,30792423,Has 162 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Finance--Act-2022.json,EMPTY,0,0,2,0.00,653534,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
FinanceActNo10of2018.json,EMPTY,0,0,1,0.00,600728,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Finance_Act_2016.json,EMPTY,0,0,2,0.00,522662,Has 2 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Finance_Act_2017.json,EMPTY,0,0,1,0.00,400309,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Finance_Act_2019.json,EMPTY,0,0,1,0.00,391147,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Finance_Act_2020.json,EMPTY,0,0,0,0.00,258360,All records extracted to empty text,
Finance_Act_2021.json,EMPTY,0,0,4,0.00,728377,Has 4 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
First_Half_NGBIRR_FY_23-24_-_COB_final_13_3_14.json,EMPTY,0,0,148,0.00,27429916,Has 148 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
IMF-2021.json,EMPTY,0,0,59,0.00,14716503,Has 59 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
IMF-2023.json,EMPTY,0,0,44,0.00,12830311,Has 44 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
IMF_-2018.json,EMPTY,0,0,43,0.00,11861353,Has 43 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Invest-Kenya-Policy-Sector-Pack.json,EMPTY,0,0,8,0.00,1542750,Has 8 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Jan-Mar2023-KICTANet-Spotlight-Report.json,EMPTY,0,0,1,0.00,353798,Has 1 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
KRA-8TH-CORPORATE-PLAN-.json,EMPTY,0,0,19,0.00,2795427,Has 19 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Kenya-Economic-Update-18-FINAL_World_bank.json,EMPTY,0,0,38,0.00,11094120,Has 38 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Kenya-Leading-Economic-Indicators-December-2025.json,EMPTY,0,0,47,0.00,15483944,Has 47 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
LMP-for-Kenya-GREEN-MPA-Phase-2-P180465.json,EMPTY,0,0,7,0.00,425096,Has 7 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-2017.json,EMPTY,0,0,23,0.00,1983842,Has 23 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-2018.json,EMPTY,0,0,24,0.00,2637094,Has 24 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-2019.json,EMPTY,0,0,14,0.00,1358702,Has 14 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-2020.json,EMPTY,0,0,18,0.00,1692690,Has 18 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-2022.json,EMPTY,0,0,23,0.00,5497441,Has 23 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-2023.json,EMPTY,0,0,27,0.00,2336159,Has 27 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Medium-Term-Debt-Management-Strategy-Draft-2025.json,EMPTY,0,0,20,0.00,1874478,Has 20 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Mobile-Payments-Bill-Report.json,EMPTY,0,0,6,0.00,1794747,Has 6 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
Mobile-Payments-Bill.json,EMPTY,0,0,6,0.00,1794733,Has 6 table(s) but zero prose blocks — possible tables-only doc or missed body text | All records extracted to empty text,
