agent,original_filename,filepath,size_kb,flags
ICT,National E-Commerce Strategy  2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National E-Commerce Strategy  2023.pdf,7615.2,HAS_SPACES
ICT,National-Broadband-Strategy-2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National-Broadband-Strategy-2023.pdf,2590.7,
ICT,National-ICT-Policy-Guidelines-2020.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National-ICT-Policy-Guidelines-2020.pdf,12419.6,
ICT,Report on the Advocacy Engagement on Digital Rights in Kenya and the UPR.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Report on the Advocacy Engagement on Digital Rights in Kenya and the UPR.pdf,2193.2,HAS_SPACES
ICT,THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,/home/darwin/PRES/Executive/ICT/data/raw/THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,24823.8,
ICT,The National Addressing Bill 2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/The National Addressing Bill 2023.pdf,665.4,HAS_SPACES
ICT,The-National ICT Masterplan.pdf,/home/darwin/PRES/Executive/ICT/data/raw/The-National ICT Masterplan.pdf,2087.4,HAS_SPACES
ICT,_KICTANet - 2024 Annual Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/_KICTANet - 2024 Annual Report.pdf,27059.2,HAS_SPACES
ICT,_KICTANet Q2 2025 Spotlight Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/_KICTANet Q2 2025 Spotlight Report.pdf,25946.6,HAS_SPACES
ICT,a-Safer-Web-for-Women.pdf,/home/darwin/PRES/Executive/ICT/data/raw/a-Safer-Web-for-Women.pdf,3440.4,
ICT,digitalskillsforafricaworldbank.pdf,/home/darwin/PRES/Executive/ICT/data/raw/digitalskillsforafricaworldbank.pdf,5961.0,
ICT,globalstrategydigitalhealthwho.pdf,/home/darwin/PRES/Executive/ICT/data/raw/globalstrategydigitalhealthwho.pdf,10541.0,
ICT,kenya-IGF-report-2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/kenya-IGF-report-2019.pdf,16693.5,
ICT,ncsc-annual-review-2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/ncsc-annual-review-2025.pdf,5182.9,
Infastructure,1st-Revised-Maintenance-CAPP-2024-2025-HQS-Regions-.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/1st-Revised-Maintenance-CAPP-2024-2025-HQS-Regions-.pdf,1732.1,
Infastructure,2019-2020 ANNUAL REPORT FINAL.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2019-2020 ANNUAL REPORT FINAL.pdf,19209.3,ALL_CAPS|HAS_SPACES
Infastructure,2020-2021- Ketraco annual report- FINAL FOR PRINTING -June 26.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2020-2021- Ketraco annual report- FINAL FOR PRINTING -June 26.pdf,26838.4,HAS_SPACES
Infastructure,2022-2023 ANNUAL REPORT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2022-2023 ANNUAL REPORT.pdf,22686.6,ALL_CAPS|HAS_SPACES
Infastructure,2023-2024 KETRACO Annual Financial Report (For Web).pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2023-2024 KETRACO Annual Financial Report (For Web).pdf,13207.3,HAS_SPACES
Infastructure,23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,329.6,ALL_CAPS
Infastructure,Alternative-Business-and-Partnerships-Booklet.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Alternative-Business-and-Partnerships-Booklet.pdf,8627.8,
Infastructure,Annual Report 2016-2017.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2016-2017.pdf,7241.0,HAS_SPACES
Infastructure,Annual Report 2017-2018_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2017-2018_0.pdf,9697.8,HAS_SPACES
Infastructure,Annual Report 2018-2019_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2018-2019_0.pdf,24631.1,HAS_SPACES
Infastructure,BUS-RAPID-TRANSPORT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/BUS-RAPID-TRANSPORT.pdf,3945.8,ALL_CAPS
Infastructure,EPRA Energy and Petroleum Statistics Report FY 2023-2024_2.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA Energy and Petroleum Statistics Report FY 2023-2024_2.pdf,2455.0,HAS_SPACES
Infastructure,EPRA Statistics Report - January - December 2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA Statistics Report - January - December 2023.pdf,1575.1,HAS_SPACES
Infastructure,EPRA.Biannual Statistics Report 2025-2026_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA.Biannual Statistics Report 2025-2026_0.pdf,1941.1,HAS_SPACES
Infastructure,EPRA.Statistics-Report-June-2025-Web.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA.Statistics-Report-June-2025-Web.pdf,1817.4,
Infastructure,EPRABi-Annual Energy & Petroleum Statistics Report 2024_2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRABi-Annual Energy & Petroleum Statistics Report 2024_2025.pdf,4213.9,SPECIAL_CHARS|HAS_SPACES
Infastructure,EPRAEnergy Statistics Report 2020.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAEnergy Statistics Report 2020.pdf,4510.0,HAS_SPACES
Infastructure,EPRAEnergy and Petroleum Stats Report 2022.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAEnergy and Petroleum Stats Report 2022.pdf,2793.3,HAS_SPACES
Infastructure,EPRAPetroleum-Report on LPG Depot Safety_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAPetroleum-Report on LPG Depot Safety_0.pdf,1234.5,HAS_SPACES
Infastructure,Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,19402.0,
Infastructure,Energy-and-Petroleum-Statistics-Report.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Energy-and-Petroleum-Statistics-Report.pdf,4560.5,
Infastructure,Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,364.4,
Infastructure,FINAL-MAG-The-Energy-Post.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/FINAL-MAG-The-Energy-Post.pdf,16398.3,
Infastructure,IEA Kenya2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/IEA Kenya2024.pdf,986.9,HAS_SPACES
Infastructure,Intelligent-Transport-System.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Intelligent-Transport-System.pdf,3953.2,
Infastructure,KERRA-Annual-Report-FY-2024-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KERRA-Annual-Report-FY-2024-2025.pdf,55219.5,
Infastructure,KPAfinancialstatement20172018.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KPAfinancialstatement20172018.pdf,4179.3,
Infastructure,KR-Quality-Policy-Statement-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KR-Quality-Policy-Statement-2025.pdf,880.1,
Infastructure,KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,4085.4,ALL_CAPS
Infastructure,KURA-Annual-Report-FY24-25-.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-Annual-Report-FY24-25-.pdf,8397.0,
Infastructure,KURA-REVISED-CLIENT-COPY-AMENDED.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-REVISED-CLIENT-COPY-AMENDED.pdf,24623.7,ALL_CAPS
Infastructure,KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,49337.6,
Infastructure,KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,3788.6,
Infastructure,KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,4328.4,
Infastructure,KeNHA-Annual-Report-2023-30052024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-Annual-Report-2023-30052024.pdf,59714.8,
Infastructure,KeRRA-Annual-Report-2022-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-Annual-Report-2022-2023.pdf,5118.1,
Infastructure,KeRRA-Annual-Report-FY-2023-2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-Annual-Report-FY-2023-2024.pdf,42201.1,
Infastructure,KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,65498.0,
Infastructure,KenGen-Integrated-Report-2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KenGen-Integrated-Report-2024.pdf,12897.4,
Infastructure,KenGens-Carbon-Credits-Portfolio.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KenGens-Carbon-Credits-Portfolio.pdf,10230.3,
Infastructure,Kenya-Leading-Economic-Indicators-December-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Leading-Economic-Indicators-December-2025.pdf,1826.7,
Infastructure,Kenya-National-Highways-Authority-2022_2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-National-Highways-Authority-2022_2023.pdf,22903.4,
Infastructure,Kenya-Ports-Authority-2021_2022.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Ports-Authority-2021_2022.pdf,19077.1,
Infastructure,Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,2698.7,
Infastructure,Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,20428.4,
Infastructure,Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,27915.3,
Infastructure,LMP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/LMP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,459.7,
Infastructure,National-Transport-Safety-Authority-2022-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/National-Transport-Safety-Authority-2022-2023.pdf,61707.0,
Infastructure,PAM-4-Road-Safety-Audits.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/PAM-4-Road-Safety-Audits.pdf,1726.2,
Infastructure,RDM-1.1-Topographic-Survey.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-1.1-Topographic-Survey.pdf,1247.1,
Infastructure,RDM-1.2-Traffic-Surveys.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-1.2-Traffic-Surveys.pdf,2222.1,
Infastructure,RDM-1.3-Geometric-Design-of-Highways-Rural-Roads-and-Urban-Roads.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-1.3-Geometric-Design-of-Highways-Rural-Roads-and-Urban-Roads.pdf,9113.7,
Infastructure,RDM-2.1-Hydrological-Surveys.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-2.1-Hydrological-Surveys.pdf,2088.3,
Infastructure,RDM-2.2-Drainage-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-2.2-Drainage-Design.pdf,8587.2,
Infastructure,RDM-3.1-Ground-Investigations-and-Material-Prospecting.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.1-Ground-Investigations-and-Material-Prospecting.pdf,2113.6,
Infastructure,RDM-3.2-Materials-Field-and-Laboratory-Testing.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.2-Materials-Field-and-Laboratory-Testing.pdf,1594.7,
Infastructure,RDM-3.3-Pavement-Foundation-and-Materials-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.3-Pavement-Foundation-and-Materials-Design.pdf,4886.4,
Infastructure,RDM-3.4-Flexible-Pavement-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.4-Flexible-Pavement-Design.pdf,4379.5,
Infastructure,RDM-3.5-Rigid-Pavement-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.5-Rigid-Pavement-Design.pdf,5313.5,
Infastructure,RDM-4.2-Bridge-and-Culvert-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-4.2-Bridge-and-Culvert-Design.pdf,15792.1,
Infastructure,RDM-5.1-Pavement-Condition-Survey.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-5.1-Pavement-Condition-Survey.pdf,5006.5,
Infastructure,RDM-5.2-Pavement-Maintenance-Rehabilitation-and-Overlay-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-5.2-Pavement-Maintenance-Rehabilitation-and-Overlay-Design.pdf,5124.9,
Infastructure,RDM-6.1-Road-Marking.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.1-Road-Marking.pdf,3680.0,
Infastructure,RDM-6.2-Traffic-Signs.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.2-Traffic-Signs.pdf,12608.1,
Infastructure,RDM-6.3-Traffic-Signals-and-Communication-System.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.3-Traffic-Signals-and-Communication-System.pdf,3483.3,
Infastructure,RDM-6.4-Other-Traffic-Control-Devices.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.4-Other-Traffic-Control-Devices.pdf,1082.5,
Infastructure,Regulatory-Impact-Assessment-for-the-Kenya-Roads-Roadside-Stations-Regulations-2026.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Regulatory-Impact-Assessment-for-the-Kenya-Roads-Roadside-Stations-Regulations-2026.pdf,574.4,
Infastructure,SEP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/SEP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,505.6,
Infastructure,SUCCESS STORIES FOR THE KOSAP WEBSITE.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/SUCCESS STORIES FOR THE KOSAP WEBSITE.pdf,908.8,ALL_CAPS|HAS_SPACES
Infastructure,Standard-Specification-for-Road-and-Bridge-Construction.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Standard-Specification-for-Road-and-Bridge-Construction.pdf,7155.8,
Infastructure,Suswa SS STATCOM ESIA Addendum Report Vol 1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Suswa SS STATCOM ESIA Addendum Report Vol 1.pdf,4890.0,HAS_SPACES
Infastructure,The-Energy-Post-2nd-Edition.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/The-Energy-Post-2nd-Edition.pdf,8713.6,
Infastructure,The_Energy_Post-Edition-3-Digital-Version_compressed-1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/The_Energy_Post-Edition-3-Digital-Version_compressed-1.pdf,21432.5,
Infastructure,auditorgenkplc.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/auditorgenkplc.pdf,3514.4,
Infastructure,financialstatement20192020.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/financialstatement20192020.pdf,4831.9,
Infastructure,https___kplc.co.ke_storage_01J199BHE70MYBHT95KBBE7NSA.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J199BHE70MYBHT95KBBE7NSA.pdf,66.0,
Infastructure,https___kplc.co.ke_storage_01J199X5D4WQQ1XEK07HM6WJYZ.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J199X5D4WQQ1XEK07HM6WJYZ.pdf,4058.1,
Infastructure,https___kplc.co.ke_storage_01J1A5WPGN1TMQVX2DGAHSW3SG.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A5WPGN1TMQVX2DGAHSW3SG.pdf,53.6,
Infastructure,https___kplc.co.ke_storage_01J1A6BP1K0YCBM8K4HK1F7ZQV.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A6BP1K0YCBM8K4HK1F7ZQV.pdf,54.9,
Infastructure,https___kplc.co.ke_storage_01J1A6KPB91PM3TPCW35QYWFCH.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A6KPB91PM3TPCW35QYWFCH.pdf,58.2,
Infastructure,https___kplc.co.ke_storage_01J1A78DTCVNV4XSH304Y12N3A.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A78DTCVNV4XSH304Y12N3A.pdf,260.2,
Infastructure,https___kplc.co.ke_storage_01J1A9BWRPTCXMG90SZMPXWGMG.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A9BWRPTCXMG90SZMPXWGMG.pdf,613.8,
Infastructure,https___kplc.co.ke_storage_01J1A9M0FTAD406CZ7DQQ1G680.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A9M0FTAD406CZ7DQQ1G680.pdf,42.3,
Infastructure,https___kplc.co.ke_storage_01J1AF61SZX223MXPQ13RNFBKY.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1AF61SZX223MXPQ13RNFBKY.pdf,11500.2,
Infastructure,https___kplc.co.ke_storage_01JBBBBHR4WNEZJST4AN0TS0MG.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01JBBBBHR4WNEZJST4AN0TS0MG.pdf,1586.9,
Infastructure,https___kplc.co.ke_storage_01JDRPZS8NZ473CWE2XCSQ1REJ.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01JDRPZS8NZ473CWE2XCSQ1REJ.pdf,10234.6,
Infastructure,https___kplc.co.ke_storage_01JJXQ4GVZAK3BRMNTZQPGJ19B.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01JJXQ4GVZAK3BRMNTZQPGJ19B.pdf,185.7,
Infastructure,https___kplc.co.ke_storage_01K6Z8XAY9BAVJP0EQY2RYRS13.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01K6Z8XAY9BAVJP0EQY2RYRS13.pdf,137.9,
Infastructure,https___kplc.co.ke_storage_01K6ZBC99ZEKTBW6XDZCXSD57M.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01K6ZBC99ZEKTBW6XDZCXSD57M.pdf,137.9,
Infastructure,https___kplc.co.ke_storage_01KB4JTB49DXJ81DG79JVEE0M3.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01KB4JTB49DXJ81DG79JVEE0M3.pdf,38984.1,
Infastructure,kenyapowerfinancialstatement2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/kenyapowerfinancialstatement2024.pdf,10346.4,
Infastructure,kerraENGLISH-SERVICE-CHARTER.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/kerraENGLISH-SERVICE-CHARTER.pdf,124.1,
Infastructure,kerraNational-Values-and-Principles-of-Governance.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/kerraNational-Values-and-Principles-of-Governance.pdf,18720.2,
Infastructure,krc.The-Railways-Bill.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/krc.The-Railways-Bill.pdf,1524.3,
AntiCorruption,Amendments to the Regulations 2020.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Amendments to the Regulations 2020.pdf,777.7,HAS_SPACES
AntiCorruption,BriberyAct_47of2016.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/BriberyAct_47of2016.pdf,632.8,
AntiCorruption,Debarment Manual 2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Debarment Manual 2022.pdf,586.4,HAS_SPACES
AntiCorruption,EACC-ANNUAL-REPORT-2021-2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-ANNUAL-REPORT-2021-2022.pdf,9408.5,ALL_CAPS
AntiCorruption,EACC-Annual-Report-2017-2018.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-2017-2018.pdf,13376.9,
AntiCorruption,EACC-Annual-Report-2018-2019.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-2018-2019.pdf,11953.4,
AntiCorruption,EACC-Annual-Report-202021.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-202021.pdf,12503.4,
AntiCorruption,EACC-Annual-Report-2022-2023_Final.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-2022-2023_Final.pdf,35055.8,
AntiCorruption,EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2023-2024-FINAL-2.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2023-2024-FINAL-2.pdf,52623.3,ALL_CAPS
AntiCorruption,EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2024-2025-FINAL-VERSION-2-2.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2024-2025-FINAL-VERSION-2-2.pdf,34679.1,ALL_CAPS
AntiCorruption,EACC-VS-JULIUS-MWAMSAE-AND-OTHERS.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-VS-JULIUS-MWAMSAE-AND-OTHERS.pdf,113.7,ALL_CAPS
AntiCorruption,FATF-Recommendations-2012.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/FATF-Recommendations-2012.pdf,1448.6,
AntiCorruption,Final-Annual-Report-2019-20-18th-MAY.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Final-Annual-Report-2019-20-18th-MAY.pdf,14072.2,
AntiCorruption,MER of Kenya- September 2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/MER of Kenya- September 2022.pdf,3680.8,HAS_SPACES
AntiCorruption,ODPP-Strategic-Plan-2023-2027_compressed.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/ODPP-Strategic-Plan-2023-2027_compressed.pdf,1418.9,
AntiCorruption,OfficeoftheDirectorofPublicProsecutionsNo2of2013.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/OfficeoftheDirectorofPublicProsecutionsNo2of2013.pdf,353.7,
AntiCorruption,PDF.-Guidelines-under-Bribery-Act.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PDF.-Guidelines-under-Bribery-Act.pdf,324.4,
AntiCorruption,PPADARevisedEdition 2016.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPADARevisedEdition 2016.pdf,448.9,HAS_SPACES
AntiCorruption,PPOA Annual Report 2016.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPOA Annual Report 2016.pdf,7039.7,HAS_SPACES
AntiCorruption,PPRA 2019 -2020 ANNUAL REPORT.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA 2019 -2020 ANNUAL REPORT.pdf,11810.1,ALL_CAPS|HAS_SPACES
AntiCorruption,PPRA ANNUAL REPORT 2021-2022 ( FINAL 1-26-2024).pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA ANNUAL REPORT 2021-2022 ( FINAL 1-26-2024).pdf,23849.2,ALL_CAPS|HAS_SPACES
AntiCorruption,PPRA ANNUAL REPORT 2023-2024.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA ANNUAL REPORT 2023-2024.pdf,53022.1,ALL_CAPS|HAS_SPACES
AntiCorruption,PPRA ANUAL REPORT - 2018-2019.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA ANUAL REPORT - 2018-2019.pdf,12131.6,ALL_CAPS|HAS_SPACES
AntiCorruption,PPRA Annual Report 2017.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Annual Report 2017.pdf,12650.7,HAS_SPACES
AntiCorruption,PPRA Annual Report Book 30th June - 2018.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Annual Report Book 30th June - 2018.pdf,8197.8,HAS_SPACES
AntiCorruption,PPRA Annual Report of the FY 2022-2023 (DIGITAL VERSION).pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Annual Report of the FY 2022-2023 (DIGITAL VERSION).pdf,70756.0,HAS_SPACES
AntiCorruption,PPRA Code of Ethics.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Code of Ethics.pdf,2953.2,HAS_SPACES
AntiCorruption,Public Procurement and Asset Disposal Act 33 of 2015 (REVISED EDITION 2022).pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Public Procurement and Asset Disposal Act 33 of 2015 (REVISED EDITION 2022).pdf,466.8,HAS_SPACES
AntiCorruption,Treasury Memorandum on Public Accounts Committee Report for the Year 2021-2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Treasury Memorandum on Public Accounts Committee Report for the Year 2021-2022.pdf,90130.4,HAS_SPACES
AntiCorruption,UNODC-ODPP-Guidelines-on-Prosecution-of-CEC.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/UNODC-ODPP-Guidelines-on-Prosecution-of-CEC.pdf,1179.2,
AntiCorruption,anticorruptionrevised2016act.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/anticorruptionrevised2016act.pdf,268.7,
